Sr No,Date (dd/mm/yyyy),Startup Name,Industry Vertical,City  Location,Investors Name,Investment Type,  Amount in USD  ,Remarks
1840,7/3/2016,Reach,Consumer Internet,Bengaluru,Rebright Partners Sol Primero Sudhir Anandarao Ankur Warikoo Ankur Singla,Seed Funding,500000.00,nan
1841,7/3/2016,Vanity Cube,Consumer Internet,New Delhi,Unicorn Ventures,Seed Funding,250000.00,nan
1842,7/3/2016,Wooplr,ECommerce,Bengaluru,Naveen Tewari Abhay Singhal Amit Gupta Piyush Shah Raghudan G Rajiv Mehta,Seed Funding,0.00,
1843,7/3/2016,Medidaili,Consumer Internet,Bengaluru,0 private investors,Seed Funding,100000.00,nan
1844,8/3/2016,Finomena,Technology,New Delhi,Matrix Partners India,Private Equity,0.00,
1845,8/3/2016,Cookaroo,Consumer Internet,Bengaluru,Vijay Krishna Yadav,Seed Funding,0.00,
1846,8/3/2016,vPhrase Analytics,Technology,Mumbai,Apoorv Ranjan Sharma Daud Ali and others,Seed Funding,0.00,
1847,8/3/2016,LoveCycles,Consumer Internet,Bengaluru,Prime Venture Partners,Seed Funding,750000.00,nan
1848,8/3/2016,Kartrocket,ECommerce,New Delhi,0 Japanese investor Bertelsmann India Investments Nirvana Digital India Fund Nirvana Digital Investment Holding Co Ltd 500 Start-Ups,Private Equity,8000000.00,nan
1849,8/3/2016,dunzo,Consumer Internet,Bengaluru,Aspada Investment Advisors Blume Ventures.,Seed Funding,650000.00,nan
1850,9/3/2016,Indiamart,ECommerce,Noida,Amadeus Capital,Private Equity,0.00,
1851,9/3/2016,SmartVizX,Technology,Noida,Indian Angel Network Stanford Angels Entrepreneurs India,Seed Funding,500000.00,nan
1852,9/3/2016,MyGubbi,Real Estate,Bengaluru,Vipul Parekh ajesh K Murthy,Seed Funding,2500000.00,nan
1853,9/3/2016,Nukkad Shops,Consumer Internet,Hyderabad,PurpleTalk Inc,Seed Funding,1000000.00,nan
1854,9/3/2016,Cloudacar,Consumer Internet,Pune,Amit Choudhary Anuj Puri,Seed Funding,0.00,
1855,9/3/2016,Justride,Consumer Internet,Mumbai,Dheeraj Jain & Other angel investors,Seed Funding,400000.00,nan
1856,9/3/2016,Yana,Consumer Internet,Gurgaon,Puneet Gupta,Seed Funding,0.00,
1857,10/3/2016,Big Fish Ventures,Food & Beverage,New Delhi,0 investors,Private Equity,11100000.00,nan
1858,10/3/2016,Stylflip,ECommerce,Mumbai,Raj Gala Shah Zaheer Memon,Seed Funding,0.00,
1859,10/3/2016,Icertis,Technology,Pune,Ignition Partners Greycroft Partners Fidelity Growth Partners India,Private Equity,15000000.00,nan
1860,10/3/2016,Supplified,ECommerce,New Delhi,Mohit Goel,Seed Funding,1000000.00,nan
1861,11/3/2016,JollyFoodFellow,Technology,Ahmadabad,Janak Parikh,Seed Funding,0.00,
1862,14/03/2016,PinkBlue,ECommerce,Bengaluru,Hari Krishna Ajay Modani Dr V Ravinder Anirudh Rastogi Abhishek Jain Rakesh Gakhar Rajeev Mudumba Nagendra Prasad Bhanuprakash,Seed Funding,223608.00,nan
1863,14/03/2016,TruckingCube,Logistics,New Delhi,Agarwal Movers Group,Private Equity,14900000.00,nan
1864,14/03/2016,eSwasthya,Consumer Internet,Ahmadabad,Hemang Sahani,Seed Funding,0.00,
1865,15/03/2016,FlipClass,Consumer Internet,Bengaluru,S Chand and Co Pvt Ltd Blume Ventures,Private Equity,1000000.00,nan
1866,15/03/2016,Proximit,Technology,Pune,Funding through 1Crowd platform,Seed Funding,150000.00,nan
1867,15/03/2016,WithMe,Consumer Internet,Gurgaon,Alex Kuruvilla Pradeep Guha Saket Dhankar Rajan Pandhare,Seed Funding,250000.00,nan
1868,16/03/2016,Gapoon,Consumer Internet,Bengaluru,Chandrashekar Tallapragada Pankaj Kapoor,Seed Funding,180000.00,nan
1869,16/03/2016,Avagmah,Consumer Internet,Bengaluru,Kris Gopalakrish Atul Nishar,Seed Funding,0.00,
1870,16/03/2016,WorkIndia,Consumer Internet,Mumbai,Beenext,Seed Funding,0.00,
1871,16/03/2016,Wealthy,Consumer Internet,Bengaluru,Zishaan Hayath Abhishek Goyal Arjun and Rohan Malhotra Harpreet Singh Grover Gagan Dugal,Seed Funding,250000.00,nan
1872,17/03/2016,Pramati,Healthcare,Noida,0 investors,Seed Funding,200000.00,nan
1873,17/03/2016,Qlivery,Consumer Internet,Gurgaon,Swastika Company Ltd,Seed Funding,230000.00,nan
1874,17/03/2016,HealthEnablr,Consumer Internet,Mumbai,0 investors,Seed Funding,800000.00,nan
1875,17/03/2016,Liftiee,Consumer Internet,Mumbai,Rannvijay Singh Anita Hassanandani,Seed Funding,108000.00,nan
1876,18/03/2016,Hello Curry,Food & Beverage,Hyderabad,Sashi Reddi & Other unnamed investors,Private Equity,1500000.00,nan
1877,19/03/2016,goSporto,Consumer Internet,New Delhi,Naveen Gupta,Seed Funding,30000.00,nan
1878,21/03/2016,OneClickWash,Consumer Internet,Gurgaon,Unitus Seed Fund,Seed Funding,0.00,
1879,21/03/2016,Girnar Software,Consumer Internet,Jaipur,Google Capital,Private Equity,0.00,
1880,21/03/2016,Room On Call,Consumer Internet,Gurgaon,CASHurDRIVE Marketing Pvt Ltd,Private Equity,2000000.00,nan
1882,22/03/2016,BigBasket,eCommerce,Bengaluru,Abraaj Group,Private Equity,150000000.00,nan
1883,22/03/2016,DrivoJoy,Consumer Internet,Bengaluru,Indian Angel Network Tracxn Labs & Others,Seed Funding,600000.00,nan
1884,22/03/2016,Smartron,Technology,Bengaluru,Sachin Tendulkar,Private Equity,0.00,
1885,22/03/2016,LifCare,Consumer Internet,Jaipur,Rajul Garg Alok Mittal Kunal Shah Rishi Mandawat Dheeraj Jain Sandeep Tandon Dexter Angel Circle,Seed Funding,0.00,
1886,22/03/2016,CreditSeva,Consumer Internet,Hyderabad,Pix Vine Capital Infocomm Development Authority of Singapore,Seed Funding,360000.00,nan
1887,22/03/2016,CityShor,Consumer Internet,Ahmadabad,GAIN,Seed Funding,0.00,
1888,23/03/2016,Endless Robotics,Technology,Hyderabad,Devidas Desai Vipul Gautam Singapore Angel Network,Seed Funding,100000.00,nan
1889,23/03/2016,SP Robotics,Technology,Chennai,Indian Angel Network,Seed Funding,300000.00,nan
1890,23/03/2016,StalkBuyLove,eCommerce,New Delhi,500 Startups Littlerock Singularity Ventures,Seed Funding,0.00,
1891,23/03/2016,eKincare,Consumer Internet,Hyderabad,BitChemy Ventures Maheshwari Investments Pvt Ltd Anshoo Gaur Rama Krishna Reddy Sandeep Seerapu,Private Equity,330000.00,nan
1893,23/03/2016,Wheelstreet,Consumer Internet,Bengaluru,Broadbean Capital services,Private Equity,500000.00,nan
1894,24/03/2016,Horntell,Consumer Internet,Gurgaon,Bharanidharan Viswanathan Sanjiv Mittal Shobhit Shukla Rahul Agarwal,Seed Funding,150000.00,nan
1895,28/03/2016,Schoolkart,eCommerce,Noida,0 investors,Seed Funding,300000.00,nan
1896,29/03/2016,HealthEminds,Consumer Internet,Bengaluru,Robin Utthappa,Seed Funding,0.00,
1897,29/03/2016,Babygogo,Consumer Internet,New Delhi,Rajul Garg Daljit Singh Aditya Vij Kishore Kumar Shuchin Bajaj,Seed Funding,300000.00,nan
1898,29/03/2016,Veritas Finance,Finance,Chennai,Sarva Capital,Private Equity,4700000.00,nan
1899,29/03/2016,QikShip,Consumer Internet,New Delhi,0 investors,Seed Funding,200000.00,nan
1900,29/03/2016,FixNix,Consumer Internet,Chennai,Jay Vijayan,Seed Funding,500000.00,nan
1901,30/03/2016,True Balance,Technology,Gurgaon,SoftBank Ventures Korea,Private Equity,0.00,
1902,30/03/2016,Touchkin,Healthcare,Bengaluru,Alok Mittal Amit Gupta Anuj Srivastava Himanshu Aggarwal Raghunandan G Puneet Agarwal,Seed Funding,400000.00,nan
1903,31/03/2016,SwitchMe,Consumer Internet,Mumbai,Mohandas Pai Hiro Mashita Singapore Angel Network 500 Startups Rajan Adan Ajay Sarupria,Seed Funding,0.00,
1904,31/03/2016,Transcell,Healthcare,Hyderabad,Indian Angel Network,Seed Funding,0.00,
1905,1/2/2016,Blue Tokai Coffee,ECommerce,New Delhi,Snow Leopard Technology Ventures,Seed Funding,0.00,
1906,2/2/2016,Altizone,Technology,Pune,Wipro Ventures Lumis Partners,Private Equity,4000000.00,nan
1907,2/2/2016,Oust App,Consumer Internet,Bengaluru,T V Mohandas Pai Aarin Capital,Seed Funding,0.00,
1908,2/2/2016,Strike,Consumer Internet,Bengaluru,Multiple investors through Ten Minute Million competition,Seed Funding,22500.00,nan
1910,2/2/2016,Gamooz,Technology,Gurgaon,Multiple investors through Ten Minute Million competition,Seed Funding,22500.00,nan
1911,2/2/2016,SoundSurround,Technology,Mumbai,Multiple investors through Ten Minute Million competition,Seed Funding,22500.00,nan
1912,3/2/2016,Mazkara,Consumer Internet,Pune,Dunamis Ventures Pte Ltd.,Seed Funding,1000000.00,nan
1913,3/2/2016,RoadGods,ECommerce,New Delhi,Green House Ventures (GHV),Seed Funding,100000.00,nan
1914,3/2/2016,Pindropmusic,Consumer Internet,Noida,Green House Ventures (GHV),Seed Funding,100000.00,nan
1915,3/2/2016,Woodpie,Consumer Internet,Bengaluru,Ingram Content Group,Seed Funding,30000.00,nan
1916,4/2/2016,Perfumery,ECommerce,New Delhi,Oranda Global & Others,Seed Funding,30000.00,nan
1917,5/2/2016,Magic Crate,Education,Bengaluru,TV Mohandas Pai Aarin Capital,Seed Funding,0.00,
1918,5/2/2016,ZenDrive,Technology,Bengaluru,Sherpa Capital Nyca Partners and Thomvest Ventures,Private Equity,13500000.00,nan
1919,5/2/2016,Smartcooky,ECommerce,New Delhi,Vandana Luthra,Private Equity,0.00,
1920,5/2/2016,Turtlemint,Consumer Internet,Mumbai,Nexus Venture Partners,Private Equity,0.00,
1921,5/2/2016,BHIVE,Real Estate,Bengaluru,Raghudan G Venturesity Arihant Patni,Seed Funding,0.00,
1922,5/2/2016,Gingercrush,Ecommerce,Vadodara,Saha Fund TV Mohandas Pai Zia Mody Mumbai Angels Ananda Kallugadde Rakesh Desai Rakesh Malhotra,Private Equity,1000000.00,nan
1923,5/2/2016,American Vision,Consumer Internet,Pune,0 investors,Seed Funding,81000.00,nan
1924,5/2/2016,DawaiLelo,Consumer Internet,Varanasi,0 investors,Seed Funding,52000.00,nan
1925,6/2/2016,Heads Up For Tails,Ecommerce,New Delhi,0 investors,Seed Funding,1000000.00,nan
1926,6/2/2016,LiveNutriFit,Healthcare,New Delhi,Mohit Goel Vinod Jain & Others,Seed Funding,0.00,
1927,8/2/2016,Moglix,Ecommerce,New Delhi,Ratan Tata,Private Equity,0.00,
1928,8/2/2016,iStyleYou,Consumer Internet,Gurgaon,Green House Ventures (GHV),Seed Funding,100000.00,nan
1929,8/2/2016,AdUrCup,Consumer Internet,New Delhi,Green House Ventures (GHV),Seed Funding,100000.00,nan
1930,8/2/2016,Weddingz,Consumer Internet,Mumbai,Sixth Sense Ventures,Private Equity,0.00,
1931,8/2/2016,Urban Dhobi,Consumer Internet,Jaipur,Vinod Bansal Sanjeev Singhal,Seed Funding,0.00,
1932,8/2/2016,Gray Routes,Consumer Internet,Mumbai,Mahesh Parasuraman Rahul Gautam & Others,Seed Funding,0.00,
1933,8/2/2016,Xpressbees,ECommerce,Pune,SAIF Partners IDG Ventures India Vertex Ventures Valiant Capital,Private Equity,12500000.00,nan
1934,8/2/2016,Invictus Oncology,Healthcare,New Delhi,Ratan Tata,Private Equity,0.00,
1935,8/2/2016,Hansel.io,Technology,Bengaluru,Endiya Partners Mekin Maheshwari Rajesh Sawhney,Seed Funding,0.00,
1936,9/2/2016,Inc42,Consumer Internet,New Delhi,India Ventures Aarin Capital & Others,Seed Funding,0.00,
1937,9/2/2016,GOQii,Technology,Mumbai,Edelweiss Ficial Services,Private Equity,0.00,
1938,10/2/2016,Capzest,Consumer Internet,Mumbai,Lion Ventures,Seed Funding,200000.00,nan
1939,10/2/2016,GlamStudios,Consumer Internet,Noida,Aqeel Ahmed,Seed Funding,0.00,
1940,10/2/2016,Affimity,Consumer Internet,Bengaluru,0 investors,Seed Funding,1200000.00,nan
1941,10/2/2016,Anandakanda,Technology,Pune,0 investors,Seed Funding,150000.00,nan
1942,10/2/2016,JoulestoWatts,Technology,Bengaluru,Manipal Global Education Services,Seed Funding,0.00,
1943,10/2/2016,Shopkirana,Consumer Internet,Indore,Atul Jain Anil Gelra Jaikumar Nair,Seed Funding,0.00,
1944,10/2/2016,Stylofie,Consumer Internet,Gurgaon,Jaideep Mehta,Seed Funding,0.00,
1945,10/2/2016,OyBob,eCommerce,Gurgaon,Sachin Dalal,Seed Funding,0.00,
1946,12/2/2016,ActOnMagic,Technology,Bengaluru,Jayabalan Subramanian,Seed Funding,125000.00,nan
1947,12/2/2016,Bonhomia,Food & Beverage,New Delhi,Alok Rawat Grey Orange Robotics,Seed Funding,1000000.00,nan
1948,12/2/2016,iGrenEnergi,Technology,Mumbai,Sunil Mehta,Seed Funding,1000000.00,nan
1949,12/2/2016,RKSV,Consumer Internet,Mumbai,Kalaari Capital,Private Equity,4000000.00,nan
1950,15/02/2016,Aasaanjobs,Consumer Internet,Mumbai,Aspada Advisors IDG Ventures Inventus Capital,Private Equity,5000000.00,nan
1951,15/02/2016,Snapdeal,eCommerce,New Delhi,Ontario Teachers Pension Plan & Others,Private Equity,200000000.00,nan
1952,15/02/2016,Jugnoo,Consumer Internet,Chandigarh,Saumya Tandon,Private Equity,0.00,
1953,15/02/2016,Snapbizz,Technology,Bengaluru,Ratan Tata,Private Equity,0.00,
1954,15/02/2016,GoYaNo,Consumer Internet,Gurgaon,Mukesh Kumar Gupta,Seed Funding,50000.00,nan
1955,15/02/2016,RentSher,Consumer Internet,Bengaluru,Vaibhav Doshi Abhay Singhal Vibhu Garg Joby Babu Abhishek Acharya Manish Shah,Seed Funding,300000.00,nan
1956,15/02/2016,Buddy,Finance,Bengaluru,Blume Ventures Tracxn Labs,Seed Funding,500000.00,nan
1957,15/02/2016,Legistify,Consumer Internet,New Delhi,Ranjit Singh,Seed Funding,0.00,
1958,16/02/2016,TableHero,Consumer Internet,Bengaluru,GrowX Ventures Kunal Shah Sandeep Tandon Haresh Chawla Powai Lake Ventures Globevestor,Seed Funding,1000000.00,nan
1959,16/02/2016,BetterPlace,Technology,Bengaluru,Unitus Seed Fund,Seed Funding,970000.00,nan
1960,16/02/2016,Salebhai,eCommerce,Ahmadabad,Virendra Shekhawat Deepak Chokhani Yogesh Patel & Others,Seed Funding,0.00,
1961,16/02/2016,icustommadeit,eCommerce,Pune,Brand Capital Siddhivinayak Skyscrapers Dinesh R. Challa,Private Equity,4000000.00,nan
1962,16/02/2016,Tring,Consumer Internet,Pune,Vishwadeep Bajaj & Others,Seed Funding,0.00,
1963,16/02/2016,Medinfi,Consumer Internet,Bengaluru,Rajnish Sinha Prijit Debnath Kanchan Ghoshal,Seed Funding,0.00,
1964,17/02/2016,Timemytask,Consumer Internet,Mumbai,Lead Angels,Seed Funding,0.00,
1965,17/02/2016,GameZop,Technology,New Delhi,KWAN Entertainment & Marketing Solutions Powerhouse Ventures & Others,Seed Funding,350000.00,nan
1966,17/02/2016,Notary Mama,Consumer Internet,Bengaluru,Dr dish Domlur Amit Sandill,Seed Funding,0.00,
1967,17/02/2016,The Viral Fever,Consumer Internet,Mumbai,Tiger Global,Private Equity,10000000.00,nan
1968,17/02/2016,Avanti Learning,Education,New Delhi,Michael & Susan Dell Foundation,Private Equity,5000000.00,nan
1969,17/02/2016,Bollant Industries,Technology,Hyderabad,Ratan Tata,Private Equity,0.00,
1970,18/02/2016,GetVee,Consumer Internet,New Delhi,Lightspeed Venture Partners K Ganesh,Private Equity,0.00,
1971,18/02/2016,HealthKumbh,Consumer Internet,Ahmadabad,0 investor,Seed Funding,73000.00,nan
1972,18/02/2016,Unlaze,Consumer Internet,Gurgaon,Sujal Shah Dino Morea,Seed Funding,0.00,
1973,18/02/2016,Tracxn,Technology,Bengaluru,dan Nilekani Mohandas Pai Neeraj Arora Ad Rajaraman Girish Mathrubootham Aneesh Reddy & Teruhide Sato,Private Equity,0.00,
1974,18/02/2016,Careongo,ECommerce,New Delhi,Farooq Oomerbhoy & Other angel investors,Seed Funding,300000.00,nan
1975,18/02/2016,Ark Robot,Technology,Bengaluru,Qualcomm (Through QPrize Contest),Seed Funding,350000.00,nan
1976,19/02/2016,Jaypore,ECommerce,New Delhi,Aavishkaar,Private Equity,5000000.00,nan
1977,19/02/2016,Fice Buddha,Consumer Internet,Bengaluru,Chennai Angels,Seed Funding,0.00,
1978,19/02/2016,AlmaConnect,Consumer Internet,New Delhi,Mohandas Pai Varun Aggarwal,Seed Funding,0.00,
1979,19/02/2016,Advantage Club,Consumer Internet,Gurgaon,Purvi Ventures & Others,Seed Funding,400000.00,nan
1980,19/02/2016,LocalRamu,Consumer Internet,Bengaluru,3 0 investors,Seed Funding,0.00,
1981,22/02/2016,Baby Berry,Consumer Internet,Bengaluru,Nitin Bagmane & Other 0 investors,Seed Funding,1000000.00,nan
1982,22/02/2016,Magicpin,Consumer Internet,New Delhi,Lightspeed India,Private Equity,3000000.00,nan
1983,22/02/2016,First Eat,Consumer Internet,New Delhi,0 investor,Seed Funding,100000.00,nan
1984,22/02/2016,SigTuple,Technology,Bengaluru,Sachin Bansal Binny Bansal Accel Partners & Others,Seed Funding,0.00,
1985,22/02/2016,Taskbob,Consumer Internet,Mumbai,IvyCap Ventures Orios Venture Partners Mayfield India,Private Equity,4500000.00,nan
1986,22/02/2016,Styledotme,Consumer Internet,New Delhi,Indian Angel Network,Seed Funding,37000.00,nan
1987,22/02/2016,NewsLaundry,Consumer Internet,New Delhi,Omidyar Network Vikram Lal Abhijit Bhandari Mahesh Murthy Shashank Bhagat,Private Equity,0.00,
1988,23/02/2016,CupoNation,Consumer Internet,Gurgaon,Rocket Internet AG Holtzbrink Ventures New Enterprise Associates (NEA) e.ventures ru-Net Deutsche Telekom Strategic Investments (DTSI) Silicon Valley Bank,Private Equity,11000000.00,nan
1989,23/02/2016,Aarav UAV,Technology,Kanpur,StartupXseed Ventures The Phoenix Fund and others,Seed Funding,0.00,
1990,24/02/2016,Sayfix,Consumer Internet,Bengaluru,Yajnanarayana Kammaje,Seed Funding,160000.00,nan
1991,24/02/2016,LoanZen,Consumer Internet,Bengaluru,Tracxn Syndicate,Seed Funding,0.00,
1992,24/02/2016,NoBroker,Consumer Internet,Bengaluru,Beenext Digital Garage Beenos Qualgro Mamoru Taniya SAIF Partners,Private Equity,10000000.00,nan
1993,24/02/2016,AppilyEver,Consumer Internet,Hyderabad,Varun Aggarwal Suresh Venkat Raj Y,Seed Funding,400000.00,nan
1994,24/02/2016,Pocketin,Consumer Internet,Noida,Swastika Company Ltd,Seed Funding,150000.00,nan
1995,24/02/2016,FeetApart,Consumer Internet,Bengaluru,Vishal Bali & Others,Seed Funding,0.00,
1996,25/02/2016,OfBusiness,eCommerce,Gurgaon,Matrix Partners India,Private Equity,5000000.00,nan
1997,25/02/2016,CarveNiche,Consumer Internet,Bengaluru,Calcutta Angels Lead Angels & Others,Seed Funding,0.00,
1998,25/02/2016,Juspay,Consumer Internet,Bengaluru,Accel Partners Ashish Hemrajani Parikshit Dar Rajesh Balpande,Private Equity,5800000.00,nan
1999,25/02/2016,Funcart,eCommerce,New Delhi,0 HNIs,Seed Funding,70000.00,nan
2000,26/02/2016,Freedom Smart Labs,Technology,New Delhi,Kapil Goel,Seed Funding,145000.00,nan
2001,26/02/2016,EduBridge,Consumer Internet,Mumbai,Insitor Impact Asia Fund Acumen Fund,Private Equity,2500000.00,nan
2002,29/02/2016,Nestaway,Consumer Internet,Bengaluru,Ratan Tata,Private Equity,0.00,
2003,29/02/2016,Hopscotch,eCommerce,Mumbai,Eduardo Saverin,Private Equity,13000000.00,nan
2004,29/02/2016,PinClick,Consumer Internet,Bengaluru,0 investors,Private Equity,0.00,
2005,1/1/2016,Smartcooky,ECommerce,New Delhi,Rajan Adan Pramod Bhasin Siddharth Pai TV Mohandas Pai Manvinder Singh Banga,Seed Funding,0.00,
2006,1/1/2016,Helpi,Consumer Internet,Mumbai,0 Investors,Seed Funding,0.00,
2007,4/1/2016,DogSpot,ECommerce,Gurgaon,Ratan Tata,Seed Funding,0.00,
2008,4/1/2016,Career360,Education,New Delhi,MeritTrac,Private Equity,0.00,
2009,4/1/2016,B9 Beverages,Food & Beverage,New Delhi,Sequoia Capital Kunal Bahl Rohit Bansal Deepinder Goyal Ashish Dhawan Mayank Singhal,Private Equity,6000000.00,nan
2010,5/1/2016,WIMWI Foods,Food & Beverage,Ahmadabad,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Funding,0.00,
2011,5/1/2016,MyChild App,Education,Bhopal,Samir Bangara Anisha Mittal Amit Gupta Pallav Nadhani Lalit Mangal Arihant Patni Dr. Ritesh Malik Deobrat Singh Saurab Paruthi Singapore Angel Network.,Seed Funding,100000.00,nan
2012,5/1/2016,Instaproc,ECommerce,Noida,Dinesh Agarwal,Seed Funding,0.00,
2013,5/1/2016,360Ride,Consumer Internet,Bengaluru,0,Seed Funding,150000.00,nan
2014,5/1/2016,Alef Mobitech,Consumer Internet,Mumbai,Tata Capital Innovation Fund,Private Equity,5000000.00,nan
2015,6/1/2016,Tracxn,BFSI,Bengaluru,Ratan Tata,Seed Funding,0.00,
2016,6/1/2016,Qdesq,Real Estate,Gurgaon,Dheeraj Jain Jagdish Kumar Bharat Gupta Ankush Saigal Praveen Saini,Seed Funding,0.00,
2017,6/1/2016,Sensara,Technology,Bengaluru,Lalitesh Katragadda Ganayantrika Systems,Seed Funding,750000.00,nan
2018,6/1/2016,Zebpay,Consumer Internet,Ahmadabad,Arjun Handa Amit Jindal Nagendra Chaudhary,Private Equity,1000000.00,nan
2019,6/1/2016,PlanMy\\nMedicalTrip,Healthcare,Pune,Bhanu Vikram Parsotam Rohan Desai and Paras Patel,Seed Funding,150000.00,nan
2020,6/1/2016,MyCity4Kids,Education,Gurgaon,SIDBI Venture Capital Limited YourNest Angel Fund,Private Equity,3000000.00,nan
2021,6/1/2016,Justdakhila.com,Education,New Delhi,Ankur Gupta,Seed Funding,750000.00,nan
2022,7/1/2016,PitStop,Consumer Internet,Bengaluru,Myntra/LivSpace Founders,Seed Funding,0.00,
2023,7/1/2016,Bikxie,Consumer Internet,Gurgaon,0 Investors,Seed Funding,0.00,
2024,7/1/2016,Infurnia,Consumer Internet,Bengaluru,Idein Ventures,Seed Funding,160000.00,nan
2025,7/1/2016,Myly,Education,Jaipur,Newbie Promoter Pvt Ltd,Seed Funding,100000.00,nan
2026,7/1/2016,MakeMyTrip,Consumer Internet,Gurgaon,Ctrip.com International Ltd,Private Equity,180000000.00,nan
2027,8/1/2016,Melorra,ECommerce,Bengaluru,Lightbox Ventures,Private Equity,5000000.00,nan
2028,8/1/2016,ConfirmTKT,Consumer Internet,Bengaluru,Krishna Jhujhunwala Dr. Apoorv Ranjan Sharma Anirudh Damani Anand Ladsariya Sanjay Mehta & Others,Seed Funding,250000.00,nan
2029,8/1/2016,Gyaanzone,Education,Mumbai,GBIM Technologies Pvt Ltd,Seed Funding,45000.00,nan
